row_id,ISO,year,Education,Marital_Status,age,Saving,weight
1016312,RWA,2016,Vocational,Married,25-35,At other formal (non-bank),591.09795
1016313,RWA,2016,No Formal,Married,45-60,Informally,591.09795
1016315,RWA,2016,No Formal,Married,35-45,Not saving,744.80108
1016316,RWA,2016,Secondary,Single,<18,Not saving,744.80108
1016317,RWA,2016,Secondary,Widowed,45-60,At Bank,186.20027
1016318,RWA,2016,Primary,Married,25-35,At Bank,558.6008099999999
1016319,RWA,2016,Primary,Married,45-60,At other formal (non-bank),788.1306
1016320,RWA,2016,No Formal,Married,35-45,Informally,394.0653
1016323,RWA,2016,No Formal,Married,>60,Not saving,370.25298
1016324,RWA,2016,No Formal,Widowed,35-45,Informally,185.12649
1016325,RWA,2016,Primary,Married,18-25,Informally,370.25298
1016326,RWA,2016,No Formal,Married,45-60,Not saving,185.12649
1016327,RWA,2016,Primary,Married,35-45,At Bank,737.5395599999999
1016328,RWA,2016,Primary,Married,45-60,At other formal (non-bank),553.15467
1016329,RWA,2016,No Formal,Married,35-45,Not saving,368.76977999999997
1016331,RWA,2016,Tertiary,Married,35-45,At Bank,737.5395599999999
1016332,RWA,2016,Tertiary,Married,35-45,At Bank,553.15467
1016333,RWA,2016,Primary,Married,45-60,At Bank,553.15467
1016335,RWA,2016,Primary,Single,18-25,At other formal (non-bank),737.5395599999999
1016336,RWA,2016,Primary,Married,35-45,At Bank,368.76977999999997
1016337,RWA,2016,Primary,Married,35-45,At other formal (non-bank),184.38488999999998
1016338,RWA,2016,Primary,Married,>60,At Bank,553.15467
1016339,RWA,2016,Secondary,Widowed,>60,At other formal (non-bank),553.15467
1016340,RWA,2016,Tertiary,Married,25-35,At other formal (non-bank),921.92445
1016341,RWA,2016,Primary,Single,25-35,At Bank,737.5395599999999
1016344,RWA,2016,Secondary,Single,25-35,At Bank,553.15467
1016345,RWA,2016,Tertiary,Married,25-35,At Bank,553.15467
1016346,RWA,2016,Tertiary,Married,25-35,At Bank,368.76977999999997
1016347,RWA,2016,Primary,Married,25-35,Not saving,368.76976
1016348,RWA,2016,Tertiary,Single,25-35,At Bank,737.53952
1016349,RWA,2016,No Formal,Widowed,45-60,Not saving,184.38488
1016350,RWA,2016,Secondary,Single,25-35,At Bank,184.38488
1016351,RWA,2016,Primary,Married,45-60,Informally,368.7698
1016352,RWA,2016,No Formal,Divorced,45-60,Not saving,368.7698
1016353,RWA,2016,Primary,Single,25-35,At Bank,184.3849
1016354,RWA,2016,Primary,Widowed,>60,Not saving,737.5396
1016355,RWA,2016,Primary,Divorced,35-45,Not saving,410.26582
1016356,RWA,2016,Secondary,Single,18-25,Not saving,615.39873
1016357,RWA,2016,Primary,Single,<18,Not saving,615.39873
1016358,RWA,2016,Primary,Married,35-45,At Bank,615.39873
1016359,RWA,2016,Secondary,Single,<18,Informally,1116.45515
1016360,RWA,2016,Primary,Single,<18,Not saving,893.1641199999999
1016361,RWA,2016,No Formal,Widowed,>60,At other formal (non-bank),893.1641199999999
1016362,RWA,2016,Primary,Married,25-35,Not saving,446.58205999999996
1016363,RWA,2016,Tertiary,Married,25-35,At Bank,699.71362
1016365,RWA,2016,Secondary,Married,45-60,Not saving,1049.57043
1016366,RWA,2016,Primary,Married,25-35,At other formal (non-bank),1049.57043
1016367,RWA,2016,Primary,Divorced,25-35,Not saving,775.2864400000001
1016368,RWA,2016,Primary,Married,25-35,At other formal (non-bank),775.2864400000001
1016369,RWA,2016,Secondary,Single,25-35,At other formal (non-bank),387.64322000000004
1016371,RWA,2016,No Formal,Married,45-60,Informally,1049.57043
1016372,RWA,2016,No Formal,Married,>60,Not saving,349.85681
1016373,RWA,2016,Primary,Divorced,35-45,Not saving,349.85681
1016374,RWA,2016,Primary,Single,18-25,Not saving,1399.42724
1016375,RWA,2016,Secondary,Divorced,25-35,At other formal (non-bank),215.47803
1016376,RWA,2016,Primary,Married,35-45,Not saving,646.4340900000001
1016377,RWA,2016,Tertiary,Married,35-45,At Bank,430.95606
1016378,RWA,2016,Secondary,Married,25-35,At Bank,430.95606
1016379,RWA,2016,Primary,Single,18-25,Not saving,507.67145999999997
1016380,RWA,2016,Secondary,Married,18-25,At other formal (non-bank),507.67145999999997
1016381,RWA,2016,Secondary,Married,25-35,At Bank,338.44764
1016382,RWA,2016,Primary,Single,25-35,At Bank,169.22382
1016383,RWA,2016,Secondary,Single,18-25,Informally,1749.28405
1016385,RWA,2016,No Formal,Married,35-45,Informally,699.71362
1016387,RWA,2016,No Formal,Divorced,25-35,At other formal (non-bank),344.1426
1016391,RWA,2016,Secondary,Married,35-45,At other formal (non-bank),374.32707999999997
1016392,RWA,2016,Primary,Married,35-45,Informally,374.32707999999997
1016393,RWA,2016,No Formal,Married,35-45,At Bank,374.32707999999997
1016394,RWA,2016,Primary,Married,18-25,At other formal (non-bank),374.32707999999997
1016396,RWA,2016,No Formal,Married,>60,Not saving,344.1426
1016397,RWA,2016,Primary,Divorced,35-45,At other formal (non-bank),860.3565
1016398,RWA,2016,Primary,Married,25-35,Not saving,344.1426
1016399,RWA,2016,Primary,Married,45-60,At other formal (non-bank),516.21393
1016402,RWA,2016,Primary,Divorced,25-35,Informally,172.07131
1016403,RWA,2016,Primary,Married,18-25,At other formal (non-bank),344.14262
1016404,RWA,2016,Primary,Widowed,>60,Not saving,172.07131
1016406,RWA,2016,Primary,Divorced,45-60,Informally,688.28524
1016407,RWA,2016,Primary,Divorced,45-60,At other formal (non-bank),344.1426
1016409,RWA,2016,No Formal,Widowed,45-60,Informally,172.0713
1016410,RWA,2016,No Formal,Divorced,45-60,Not saving,172.0713
1016411,RWA,2016,No Formal,Married,>60,At other formal (non-bank),344.14262
1016412,RWA,2016,No Formal,Married,35-45,Not saving,688.28524
1016413,RWA,2016,No Formal,Married,25-35,Informally,344.14262
1016414,RWA,2016,No Formal,Widowed,35-45,Informally,172.07131
1016415,RWA,2016,Primary,Married,45-60,At home,344.14262
1016416,RWA,2016,No Formal,Married,45-60,Informally,516.21393
1016417,RWA,2016,Primary,Married,25-35,At home,344.14262
1016419,RWA,2016,Primary,Married,35-45,Informally,378.43800000000005
1016420,RWA,2016,No Formal,Widowed,>60,Not saving,189.21900000000002
1016423,RWA,2016,Primary,Married,25-35,At other formal (non-bank),378.43798
1016424,RWA,2016,Secondary,Married,35-45,At other formal (non-bank),378.43798
1016425,RWA,2016,No Formal,Married,18-25,Not saving,378.43798
1016427,RWA,2016,Secondary,Widowed,>60,At Bank,503.25285
1016428,RWA,2016,Secondary,Single,18-25,At other formal (non-bank),503.25285
1016429,RWA,2016,Secondary,Single,<18,At other formal (non-bank),838.75475
1016430,RWA,2016,Secondary,Single,25-35,At Bank,335.5019
1016431,RWA,2016,Primary,Single,35-45,Not saving,165.48429
1016432,RWA,2016,Secondary,Single,<18,Not saving,330.96858
1016433,RWA,2016,Secondary,Single,<18,Not saving,496.45287
1016434,RWA,2016,Primary,Widowed,>60,Informally,165.48429
1016435,RWA,2016,Primary,Single,<18,Not saving,486.82662
1016436,RWA,2016,Primary,Married,45-60,At other formal (non-bank),486.82662
1016437,RWA,2016,Primary,Single,25-35,Informally,486.82662
1016438,RWA,2016,Primary,Married,25-35,Informally,324.55107999999996
1016439,RWA,2016,No Formal,Married,>60,Informally,397.51934
1016440,RWA,2016,No Formal,Widowed,>60,Informally,397.51934
1016441,RWA,2016,No Formal,Married,>60,At other formal (non-bank),596.27901
1016442,RWA,2016,Primary,Single,35-45,Informally,397.51934
1016443,RWA,2016,Primary,Single,25-35,At other formal (non-bank),1192.5579599999999
1016444,RWA,2016,Primary,Married,45-60,At other formal (non-bank),397.51932
1016445,RWA,2016,No Formal,Widowed,>60,Not saving,198.75966
1016447,RWA,2016,Secondary,Single,<18,Not saving,634.9005900000001
1016448,RWA,2016,Secondary,Single,18-25,Informally,423.26705999999996
1016449,RWA,2016,Primary,Married,35-45,Not saving,423.26705999999996
1016450,RWA,2016,Primary,Married,35-45,At other formal (non-bank),423.26705999999996
1016451,RWA,2016,Primary,Widowed,45-60,At other formal (non-bank),203.78711
1016452,RWA,2016,Secondary,Single,<18,At other formal (non-bank),815.14844
1016453,RWA,2016,Primary,Married,>60,Not saving,407.57422
1016454,RWA,2016,Primary,Widowed,>60,At other formal (non-bank),203.78711
1016455,RWA,2016,Primary,Married,35-45,At other formal (non-bank),397.51932
1016456,RWA,2016,No Formal,Married,25-35,Informally,397.51932
1016458,RWA,2016,Primary,Widowed,35-45,Not saving,596.2789799999999
1016459,RWA,2016,Primary,Married,35-45,At other formal (non-bank),397.51934
1016460,RWA,2016,Primary,Married,35-45,At other formal (non-bank),596.27901
1016462,RWA,2016,Primary,Single,18-25,Informally,397.51934
1016463,RWA,2016,Primary,Widowed,45-60,Informally,629.58426
1016464,RWA,2016,Primary,Single,18-25,At other formal (non-bank),839.44568
1016465,RWA,2016,Primary,Married,25-35,At Bank,419.72284
1016466,RWA,2016,Secondary,Married,25-35,Not saving,419.72284
1016468,RWA,2016,Primary,Married,25-35,Not saving,397.51932
1016469,RWA,2016,Primary,Married,25-35,At other formal (non-bank),397.51932
1016473,RWA,2016,Primary,Married,18-25,Informally,435.54936
1016474,RWA,2016,Primary,Single,18-25,At other formal (non-bank),435.54936
1016475,RWA,2016,Primary,Married,35-45,At other formal (non-bank),435.54936
1016476,RWA,2016,No Formal,Widowed,35-45,Not saving,435.54936
1016477,RWA,2016,Vocational,Married,35-45,At other formal (non-bank),435.54936
1016479,RWA,2016,Primary,Single,<18,At other formal (non-bank),653.3240099999999
1016480,RWA,2016,Primary,Married,35-45,At Bank,435.54934000000003
1016481,RWA,2016,Primary,Single,18-25,Not saving,871.0986800000001
1016482,RWA,2016,No Formal,Married,25-35,At other formal (non-bank),435.54936
1016483,RWA,2016,No Formal,Widowed,>60,Not saving,435.54936
1016484,RWA,2016,No Formal,Married,>60,At other formal (non-bank),435.54936
1016487,RWA,2016,Secondary,Single,18-25,At other formal (non-bank),653.3240099999999
1016488,RWA,2016,Secondary,Single,25-35,At other formal (non-bank),217.77467000000001
1016489,RWA,2016,Secondary,Married,35-45,At other formal (non-bank),435.54934000000003
1016490,RWA,2016,No Formal,Widowed,>60,At other formal (non-bank),435.54936
1016491,RWA,2016,Primary,Married,35-45,Not saving,435.54936
1016492,RWA,2016,Primary,Single,18-25,Not saving,871.09872
1016495,RWA,2016,Secondary,Married,25-35,At other formal (non-bank),410.54464
1016498,RWA,2016,Tertiary,Married,45-60,At Bank,1026.36155
1016499,RWA,2016,Primary,Married,45-60,Informally,410.54462
1016500,RWA,2016,No Formal,Widowed,45-60,Informally,410.54462
1016501,RWA,2016,No Formal,Widowed,25-35,Informally,205.27231
1016502,RWA,2016,No Formal,Married,45-60,Informally,615.81696
1016503,RWA,2016,Secondary,Single,<18,Informally,615.81696
1016505,RWA,2016,Secondary,Single,25-35,Informally,615.81696
1016506,RWA,2016,Primary,Single,<18,Informally,410.54466
1016507,RWA,2016,No Formal,Married,>60,At other formal (non-bank),615.81699
1016509,RWA,2016,Primary,Widowed,45-60,Not saving,205.27233
1016510,RWA,2016,Primary,Married,25-35,Informally,417.12302
1016512,RWA,2016,No Formal,Widowed,>60,Informally,417.12302
1016513,RWA,2016,Primary,Single,25-35,At other formal (non-bank),625.68453
1016514,RWA,2016,No Formal,Married,>60,Not saving,615.81696
1016518,RWA,2016,No Formal,Widowed,>60,Informally,198.75967
1016519,RWA,2016,No Formal,Married,35-45,Not saving,397.51934
1016520,RWA,2016,Primary,Married,25-35,At other formal (non-bank),397.51934
1016521,RWA,2016,Primary,Married,25-35,Informally,397.51934
1016522,RWA,2016,No Formal,Married,25-35,At other formal (non-bank),395.51426000000004
1016523,RWA,2016,Secondary,Single,<18,At other formal (non-bank),791.0285200000001
1016524,RWA,2016,Primary,Divorced,>60,Not saving,593.27139
1016525,RWA,2016,Secondary,Single,25-35,At other formal (non-bank),197.75713000000002
1016526,RWA,2016,No Formal,Married,25-35,At other formal (non-bank),395.51424
1016527,RWA,2016,Primary,Single,18-25,Not saving,791.02848
1016528,RWA,2016,No Formal,Married,>60,Not saving,395.51424
1016529,RWA,2016,No Formal,Single,25-35,Not saving,791.02848
1016530,RWA,2016,Primary,Married,35-45,Informally,395.51426000000004
1016531,RWA,2016,No Formal,Widowed,>60,Informally,197.75713000000002
1016532,RWA,2016,Primary,Married,>60,Not saving,791.0285200000001
1016533,RWA,2016,Primary,Widowed,45-60,At other formal (non-bank),197.75713000000002
1016534,RWA,2016,Secondary,Single,25-35,At other formal (non-bank),693.04074
1016535,RWA,2016,Primary,Married,45-60,Not saving,693.04074
1016536,RWA,2016,Secondary,Single,25-35,Not saving,693.04074
1016537,RWA,2016,Primary,Widowed,45-60,Informally,462.02716
1016538,RWA,2016,Secondary,Widowed,>60,Not saving,197.75713000000002
1016539,RWA,2016,Secondary,Single,18-25,Not saving,791.0285200000001
1016540,RWA,2016,Secondary,Single,<18,At other formal (non-bank),1186.54278
1016541,RWA,2016,No Formal,Widowed,25-35,Not saving,197.75713000000002
1016542,RWA,2016,Primary,Married,18-25,At Bank,395.51426000000004
1016543,RWA,2016,Primary,Married,35-45,Not saving,395.51426000000004
1016544,RWA,2016,No Formal,Married,>60,Not saving,593.27139
1016545,RWA,2016,No Formal,Married,45-60,Not saving,593.27139
1016546,RWA,2016,No Formal,Widowed,45-60,Not saving,197.75713000000002
1016547,RWA,2016,Primary,Widowed,>60,Not saving,197.75713000000002
1016548,RWA,2016,Secondary,Married,35-45,At Bank,395.51426000000004
1016549,RWA,2016,Primary,Divorced,25-35,Not saving,197.75713000000002
1016550,RWA,2016,Primary,Single,35-45,Not saving,197.75713000000002
1016551,RWA,2016,Primary,Married,25-35,At other formal (non-bank),395.51426000000004
1016552,RWA,2016,Secondary,Married,35-45,Not saving,395.51426000000004
1016555,RWA,2016,No Formal,Single,35-45,At home,197.75713000000002
1016556,RWA,2016,No Formal,Widowed,>60,Not saving,197.75713000000002
1016558,RWA,2016,Primary,Married,25-35,Informally,392.68778
1016559,RWA,2016,No Formal,Widowed,>60,At other formal (non-bank),589.03167
1016560,RWA,2016,Secondary,Married,25-35,At Bank,392.68778
1016561,RWA,2016,Primary,Single,35-45,Not saving,196.34389
1016562,RWA,2016,Secondary,Single,18-25,Not saving,785.37556
1016563,RWA,2016,No Formal,Married,>60,Informally,392.68778
1016564,RWA,2016,No Formal,Single,45-60,At home,196.34389
1016565,RWA,2016,No Formal,Married,45-60,At other formal (non-bank),392.68778
1016566,RWA,2016,Primary,Single,18-25,At other formal (non-bank),981.7194
1016567,RWA,2016,Secondary,Single,18-25,At other formal (non-bank),1178.06328
1016568,RWA,2016,Primary,Married,45-60,At home,196.34388
1016569,RWA,2016,Primary,Single,25-35,Informally,589.03164
1016570,RWA,2016,Primary,Married,45-60,Informally,397.28056000000004
1016571,RWA,2016,Primary,Married,35-45,Informally,397.28056000000004
1016572,RWA,2016,No Formal,Widowed,>60,Not saving,198.64028000000002
1016573,RWA,2016,No Formal,Widowed,45-60,Not saving,198.64028000000002
1016574,RWA,2016,Vocational,Married,35-45,At Bank,392.68778
1016576,RWA,2016,No Formal,Widowed,>60,Not saving,392.68778
1016577,RWA,2016,Primary,Married,45-60,Not saving,589.03167
1016578,RWA,2016,Primary,Married,35-45,At Bank,392.68778
1016580,RWA,2016,No Formal,Married,18-25,At home,392.68778
1016581,RWA,2016,Primary,Married,35-45,Informally,392.68778
1016582,RWA,2016,Primary,Single,25-35,Informally,1178.06334
1016583,RWA,2016,Primary,Married,25-35,At other formal (non-bank),392.68778
1016584,RWA,2016,Primary,Single,18-25,At other formal (non-bank),1178.06334
1016585,RWA,2016,No Formal,Widowed,>60,At home,196.34389
1016586,RWA,2016,Vocational,Widowed,25-35,At other formal (non-bank),196.34388
1016587,RWA,2016,Tertiary,Single,25-35,At Bank,589.03164
1016588,RWA,2016,Primary,Widowed,>60,Informally,196.34388
1016589,RWA,2016,Primary,Married,35-45,At Bank,392.68776
1016590,RWA,2016,Primary,Married,35-45,Not saving,767.40648
1016591,RWA,2016,Primary,Widowed,>60,Informally,383.70324
1016592,RWA,2016,Primary,Married,45-60,Not saving,383.70324
1016593,RWA,2016,Primary,Single,<18,At home,959.2581
1016594,RWA,2016,Primary,Single,35-45,At Bank,959.25805
1016595,RWA,2016,Secondary,Single,18-25,At other formal (non-bank),1151.10966
1016596,RWA,2016,Secondary,Single,18-25,Informally,383.70322000000004
1016597,RWA,2016,Primary,Married,25-35,Informally,383.70322000000004
1016598,RWA,2016,Vocational,Married,35-45,At other formal (non-bank),383.70322000000004
1016599,RWA,2016,Primary,Married,18-25,At other formal (non-bank),383.70322000000004
1016600,RWA,2016,Primary,Married,35-45,Not saving,383.70322000000004
1016602,RWA,2016,Primary,Single,35-45,At Bank,601.95798
1016603,RWA,2016,Primary,Single,45-60,At home,401.30532
1016604,RWA,2016,Primary,Married,35-45,At other formal (non-bank),601.95798
1016605,RWA,2016,Vocational,Single,<18,At other formal (non-bank),802.61064
1016606,RWA,2016,No Formal,Widowed,>60,Not saving,187.82967
1016607,RWA,2016,Primary,Married,45-60,At Bank,1126.97802
1016608,RWA,2016,No Formal,Widowed,45-60,Informally,187.82967
1016609,RWA,2016,Secondary,Married,35-45,At Bank,563.48901
1016610,RWA,2016,No Formal,Widowed,>60,At other formal (non-bank),191.85161000000002
1016611,RWA,2016,Primary,Single,18-25,At home,575.55483
1016612,RWA,2016,Primary,Single,25-35,Informally,1342.96127
1016613,RWA,2016,No Formal,Widowed,45-60,Not saving,191.85161000000002
1016614,RWA,2016,Primary,Single,25-35,Informally,767.4064400000001
1016615,RWA,2016,Primary,Married,45-60,Informally,575.55483
1016617,RWA,2016,Primary,Married,45-60,Informally,383.70322000000004
1016618,RWA,2016,Primary,Married,25-35,At other formal (non-bank),383.70322000000004
1016619,RWA,2016,No Formal,Widowed,>60,Not saving,383.70322000000004
1016620,RWA,2016,No Formal,Divorced,35-45,Informally,191.85161000000002
1016622,RWA,2016,Primary,Single,45-60,Informally,383.70322000000004
1016623,RWA,2016,Primary,Divorced,45-60,At other formal (non-bank),191.85161000000002
1016624,RWA,2016,Primary,Single,35-45,At home,383.70322000000004
1016625,RWA,2016,Vocational,Single,18-25,Not saving,959.25805
1016626,RWA,2016,Primary,Widowed,45-60,At other formal (non-bank),268.78409
1016627,RWA,2016,Primary,Divorced,25-35,At other formal (non-bank),268.78409
1016628,RWA,2016,Primary,Married,>60,Not saving,1075.13636
1016629,RWA,2016,Secondary,Married,>60,Informally,1075.13636
1016630,RWA,2016,Primary,Married,45-60,At other formal (non-bank),1075.13636
1016631,RWA,2016,Primary,Married,35-45,Informally,537.56818
1016632,RWA,2016,No Formal,Widowed,45-60,Informally,268.78409
1016633,RWA,2016,Secondary,Married,45-60,At Bank,1343.92045
1016634,RWA,2016,No Formal,Married,45-60,Informally,806.35227
1016635,RWA,2016,Primary,Single,18-25,Not saving,537.56818
1016636,RWA,2016,No Formal,Married,25-35,Not saving,537.56818
1016637,RWA,2016,No Formal,Divorced,35-45,Informally,268.78409
1016638,RWA,2016,Secondary,Single,<18,Not saving,1118.14408
1016639,RWA,2016,Primary,Single,18-25,Not saving,838.6080599999999
1016640,RWA,2016,Primary,Married,35-45,Informally,559.07204
1016641,RWA,2016,No Formal,Widowed,>60,Not saving,279.53602
1016642,RWA,2016,Primary,Single,25-35,Informally,1075.13636
1016643,RWA,2016,Primary,Married,35-45,At Bank,806.35227
1016644,RWA,2016,Secondary,Married,25-35,Informally,1075.13636
1016645,RWA,2016,Secondary,Married,35-45,At Bank,537.56818
1016646,RWA,2016,No Formal,Married,25-35,Informally,537.56818
1016647,RWA,2016,Primary,Married,35-45,At other formal (non-bank),537.56818
1016648,RWA,2016,Secondary,Single,<18,Not saving,806.35227
1016649,RWA,2016,Primary,Married,18-25,Informally,537.56818
1016650,RWA,2016,Secondary,Married,35-45,At Bank,537.5681599999999
1016651,RWA,2016,Primary,Married,35-45,Informally,537.5681599999999
1016652,RWA,2016,Primary,Married,35-45,Not saving,537.5681599999999
1016653,RWA,2016,Secondary,Single,18-25,Informally,1343.9204
1016654,RWA,2016,Primary,Married,25-35,Informally,268.78409
1016655,RWA,2016,Primary,Widowed,>60,Informally,1075.13636
1016656,RWA,2016,Secondary,Single,25-35,Not saving,1075.13636
1016657,RWA,2016,Secondary,Single,<18,Not saving,537.56818
1016658,RWA,2016,Primary,Single,<18,Informally,1612.70454
1016659,RWA,2016,Primary,Married,45-60,At other formal (non-bank),1343.92045
1016660,RWA,2016,Primary,Single,25-35,At Bank,268.78409
1016661,RWA,2016,Secondary,Married,25-35,At Bank,806.35227
1016662,RWA,2016,Primary,Married,25-35,At other formal (non-bank),491.42094000000003
1016663,RWA,2016,No Formal,Married,35-45,Not saving,491.42094000000003
1016664,RWA,2016,Primary,Widowed,45-60,Not saving,245.71047000000002
1016666,RWA,2016,Primary,Married,25-35,At other formal (non-bank),489.0252
1016667,RWA,2016,Secondary,Married,35-45,At other formal (non-bank),733.5378
1016668,RWA,2016,No Formal,Married,>60,At other formal (non-bank),733.5378
1016669,RWA,2016,Primary,Single,18-25,Not saving,1222.563
1016670,RWA,2016,Primary,Divorced,25-35,Not saving,245.71048
1016671,RWA,2016,Primary,Married,25-35,At other formal (non-bank),491.42096
1016672,RWA,2016,No Formal,Married,>60,Not saving,982.84192
1016673,RWA,2016,Secondary,Single,18-25,At home,737.13144
1016674,RWA,2016,Primary,Widowed,>60,Informally,245.71047000000002
1016675,RWA,2016,Primary,Married,>60,Informally,491.42094000000003
1016676,RWA,2016,Secondary,Single,18-25,At other formal (non-bank),737.13141
1016677,RWA,2016,Primary,Widowed,>60,At other formal (non-bank),245.71047000000002
1016678,RWA,2016,No Formal,Widowed,>60,At other formal (non-bank),254.00114
1016679,RWA,2016,Primary,Single,25-35,At Bank,254.00114
1016680,RWA,2016,No Formal,Married,45-60,Not saving,508.00228
1016681,RWA,2016,Secondary,Married,25-35,Informally,508.00228
1016682,RWA,2016,Primary,Married,25-35,Informally,491.42094000000003
1016683,RWA,2016,Primary,Widowed,45-60,At Bank,491.42094000000003
1016684,RWA,2016,No Formal,Single,<18,Not saving,737.13141
1016686,RWA,2016,Primary,Married,45-60,At other formal (non-bank),737.13138
1016687,RWA,2016,No Formal,Married,25-35,At home,491.42092
1016688,RWA,2016,No Formal,Married,35-45,Informally,491.42092
1016689,RWA,2016,Primary,Married,25-35,At other formal (non-bank),491.42092
1016690,RWA,2016,Primary,Single,18-25,Informally,1071.62304
1016691,RWA,2016,Primary,Single,25-35,At Bank,535.81152
1016692,RWA,2016,Primary,Married,25-35,At Bank,535.81152
1016693,RWA,2016,Primary,Single,18-25,Informally,803.71728
1016694,RWA,2016,No Formal,Married,>60,Not saving,139.63103999999998
1016695,RWA,2016,Secondary,Married,45-60,Informally,93.08736
1016696,RWA,2016,Secondary,Single,18-25,Not saving,46.54368
1016697,RWA,2016,No Formal,Widowed,>60,Informally,93.08736
1016698,RWA,2016,Primary,Single,18-25,Informally,205.39732
1016699,RWA,2016,No Formal,Married,35-45,Informally,616.19196
1016700,RWA,2016,Primary,Divorced,45-60,Not saving,205.39732
1016701,RWA,2016,No Formal,Widowed,45-60,Informally,410.79464
1016702,RWA,2016,Secondary,Single,18-25,At other formal (non-bank),616.19196
1016703,RWA,2016,Secondary,Married,35-45,At other formal (non-bank),410.79464
1016704,RWA,2016,Primary,Single,45-60,Not saving,410.79464
1016705,RWA,2016,Primary,Widowed,>60,Not saving,410.79464
1016706,RWA,2016,Primary,Married,25-35,Informally,85.87335999999999
1016708,RWA,2016,Tertiary,Single,25-35,At other formal (non-bank),42.936679999999996
1016709,RWA,2016,No Formal,Widowed,45-60,At other formal (non-bank),85.87335999999999
1016710,RWA,2016,Primary,Married,18-25,Informally,410.79464
1016711,RWA,2016,Primary,Married,>60,Informally,616.19196
1016712,RWA,2016,No Formal,Married,35-45,At other formal (non-bank),410.79464
1016713,RWA,2016,Secondary,Single,18-25,Not saving,616.19196
1016714,RWA,2016,No Formal,Widowed,>60,At other formal (non-bank),205.39731
1016715,RWA,2016,Secondary,Single,<18,Not saving,616.19193
1016716,RWA,2016,Primary,Married,35-45,At other formal (non-bank),410.79462
1016717,RWA,2016,No Formal,Divorced,35-45,Informally,205.39731
1016718,RWA,2016,No Formal,Widowed,45-60,Informally,616.19199
1016719,RWA,2016,Primary,Married,45-60,At other formal (non-bank),410.79466
1016720,RWA,2016,Primary,Married,25-35,At other formal (non-bank),616.19199
1016721,RWA,2016,Primary,Married,25-35,At other formal (non-bank),410.79466
1016722,RWA,2016,Primary,Single,18-25,At other formal (non-bank),838.09236
1016723,RWA,2016,No Formal,Married,25-35,At other formal (non-bank),419.04618
1016724,RWA,2016,Primary,Widowed,35-45,Informally,419.04618
1016725,RWA,2016,Primary,Married,25-35,At other formal (non-bank),419.04618
1016726,RWA,2016,Primary,Married,25-35,Not saving,410.79466
1016727,RWA,2016,Primary,Married,25-35,At home,410.79466
1016729,RWA,2016,Primary,Married,>60,Informally,1026.98665
1016730,RWA,2016,Secondary,Single,<18,Not saving,198.66783
1016731,RWA,2016,Primary,Widowed,25-35,At other formal (non-bank),596.00349
1016732,RWA,2016,Secondary,Single,18-25,Not saving,794.67132
1016733,RWA,2016,Primary,Married,>60,Not saving,596.00349
1016734,RWA,2016,Primary,Married,25-35,Informally,397.33566
1016735,RWA,2016,Primary,Single,25-35,Not saving,198.66783
1016736,RWA,2016,No Formal,Single,<18,Not saving,993.33915
1016737,RWA,2016,Primary,Widowed,45-60,Informally,397.33566
1016739,RWA,2016,No Formal,Married,45-60,Not saving,596.00349
1016740,RWA,2016,Primary,Married,45-60,Informally,397.33566
1016741,RWA,2016,Primary,Single,18-25,At home,397.33566
1016742,RWA,2016,Primary,Single,18-25,Not saving,812.56732
1016743,RWA,2016,No Formal,Married,>60,Informally,609.4254900000001
1016744,RWA,2016,No Formal,Married,45-60,Informally,1015.70915
1016745,RWA,2016,Primary,Widowed,45-60,Not saving,406.28366
1016746,RWA,2016,Primary,Married,45-60,At home,397.33566
1016747,RWA,2016,Primary,Single,18-25,At other formal (non-bank),794.67132
1016748,RWA,2016,Primary,Married,25-35,At Bank,397.33566
1016749,RWA,2016,Primary,Single,18-25,Not saving,794.67132
1016750,RWA,2016,Primary,Married,35-45,At other formal (non-bank),397.33567999999997
1016751,RWA,2016,Secondary,Married,35-45,Informally,397.33567999999997
1016752,RWA,2016,No Formal,Married,>60,Informally,596.00352
1016753,RWA,2016,Primary,Married,25-35,Informally,397.33567999999997
1016754,RWA,2016,Primary,Married,25-35,Informally,412.4947
1016755,RWA,2016,Primary,Single,<18,At home,412.4947
1016756,RWA,2016,Secondary,Married,45-60,At other formal (non-bank),412.4947
1016757,RWA,2016,Primary,Married,35-45,Informally,412.4947
1016758,RWA,2016,Secondary,Single,<18,Not saving,397.33567999999997
1016759,RWA,2016,Primary,Widowed,25-35,At home,397.33567999999997
1016760,RWA,2016,Secondary,Widowed,45-60,At other formal (non-bank),198.66783999999998
1016761,RWA,2016,Primary,Single,18-25,At other formal (non-bank),198.66783999999998
1016762,RWA,2016,No Formal,Widowed,45-60,Informally,198.66783
1016764,RWA,2016,Primary,Single,<18,At home,794.67132
1016766,RWA,2016,No Formal,Single,35-45,Informally,406.35592
1016767,RWA,2016,Primary,Married,25-35,Informally,406.35592
1016768,RWA,2016,No Formal,Married,>60,Informally,609.53388
1016769,RWA,2016,Secondary,Divorced,35-45,Informally,203.17796
1016771,RWA,2016,No Formal,Single,25-35,Not saving,406.35592
1016772,RWA,2016,No Formal,Married,25-35,At other formal (non-bank),406.35592
1016773,RWA,2016,No Formal,Married,>60,Informally,203.17796
1016774,RWA,2016,Primary,Married,25-35,At Bank,406.35592
